No	RefTree	Tree	RefTree_taxa	Tree_taxa	Common_taxa	Triples	Triples_toYuleAvg	Triples_toUnifAvg	RFCluster(0.5)	RFCluster(0.5)_toYuleAvg	RFCluster(0.5)_toUnifAvg	MatchingPair	MatchingPair_toYuleAvg	MatchingPair_toUnifAvg	NodalSplittedWeighted	NodalSplittedWeighted_toYuleAvg	NodalSplittedWeighted_toUnifAvg	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg	MAST	MAST_toYuleAvg	MAST_toUnifAvg	CopheneticL2Metric	CopheneticL2Metric_toYuleAvg	CopheneticL2Metric_toUnifAvg	Quartet	Quartet_toYuleAvg	Quartet_toUnifAvg	PathDiffernce	PathDiffernce_toYuleAvg	PathDiffernce_toUnifAvg
1	1	1	6	578	6	10.0000	0.7475	0.7400	3.0000	0.8181	0.8177	5.0000	0.6646	0.6633	7.6210	N/A	N/A	6.0000	0.6633	0.6553	2.0000	0.7968	0.7955	5.7446	0.8217	0.8104	8.0000	0.8101	0.7975	4.8990	0.9447	0.9234
2	1	2	6	578	6	17.0000	1.2707	1.2580	4.0000	1.0908	1.0902	10.0000	1.3293	1.3266	7.5541	N/A	N/A	10.0000	1.1055	1.0922	3.0000	1.1952	1.1933	6.9282	0.9910	0.9774	12.0000	1.2152	1.1963	6.0000	1.1571	1.1309
3	1	3	6	578	6	15.0000	1.1212	1.1100	3.0000	0.8181	0.8177	8.0000	1.0634	1.0613	7.3560	N/A	N/A	7.0000	0.7738	0.7645	3.0000	1.1952	1.1933	6.7823	0.9702	0.9568	7.0000	0.7089	0.6978	4.1231	0.7951	0.7771
4	1	4	6	578	6	6.0000	0.4485	0.4440	3.0000	0.8181	0.8177	4.0000	0.5317	0.5306	7.4567	N/A	N/A	4.0000	0.4422	0.4369	1.0000	0.3984	0.3978	4.5826	0.6555	0.6465	10.0000	1.0127	0.9969	5.6569	1.0909	1.0662
5	1	5	6	578	6	5.0000	0.3737	0.3700	2.0000	0.5454	0.5451	4.0000	0.5317	0.5306	7.3936	N/A	N/A	4.0000	0.4422	0.4369	1.0000	0.3984	0.3978	3.8730	0.5540	0.5464	7.0000	0.7089	0.6978	4.4721	0.8624	0.8429
6	1	6	6	578	6	18.0000	1.3455	1.3321	4.0000	1.0908	1.0902	10.0000	1.3293	1.3266	4.9672	N/A	N/A	12.0000	1.3266	1.3106	3.0000	1.1952	1.1933	9.0000	1.2874	1.2696	10.0000	1.0127	0.9969	5.6569	1.0909	1.0662
7	1	7	6	578	6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.5457	N/A	N/A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
---------
Summary:
Name	Avg	Std	Min	Max	Count
Triples	10.142857142857142	6.311634866964151	0.0	18.0	7
RFCluster(0.5)	2.7142857142857144	1.2777531299998794	0.0	4.0	7
MatchingPair	5.857142857142857	3.398679215248663	0.0	10.0	7
NodalSplittedWeighted	7.127750021845171	0.8863142351571539	4.967162635611701	7.6210240435819	7
MatchingCluster	6.142857142857143	3.719776161797581	0.0	12.0	7
MAST	1.8571428571428572	1.124858267715973	0.0	3.0	7
CopheneticL2Metric	5.272950700157438	2.6557736670981664	0.0	9.0	7
Quartet	7.714285714285714	3.574284572341944	0.0	12.0	7
PathDiffernce	4.401132795024051	1.9052637929073728	0.0	6.0	7
